nazwa,plec,prawdopodobienstwo,typ_wariantu
ARLETA W.,K,0.0004949609907790108,first_initial
LIWIA W.,K,0.000489161877122625,first_initial
VIRA W.,K,0.00045507548387516605,first_initial
NICOLE W.,K,0.0004526850095435261,first_initial
YEVHENIIA W.,K,0.00045082575173002834,first_initial
ANHELINA W.,K,0.0004470629680598543,first_initial
JUDYTA W.,K,0.0004384749676832218,first_initial
DARYNA W.,K,0.0004194839771596375,first_initial
ADELA W.,K,0.00041266669851014573,first_initial
NICOLA W.,K,0.00041009915200579167,first_initial
ELENA W.,K,0.00040633636833561763,first_initial
MELANIA W.,K,0.00040213090423365844,first_initial
NATASZA W.,K,0.000401068471197374,first_initial
VANESSA W.,K,0.00039659739883634367,first_initial
JOWITA W.,K,0.00039248047082074145,first_initial
MARHARYTA W.,K,0.0003817676043715401,first_initial
MILANA W.,K,0.00037902298569447197,first_initial
APOLONIA W.,K,0.00037831469700361567,first_initial
LESIA W.,K,0.00037751787222640233,first_initial
SOFIA W.,K,0.0003751716659379409,first_initial
BIANKA W.,K,0.00037101046987916017,first_initial
FRANCISZKA W.,K,0.0003641489231864899,first_initial
INGA W.,K,0.00036202405711392103,first_initial
ADA W.,K,0.0003607845519049225,first_initial
JESSICA W.,K,0.000358261273443747,first_initial
KARYNA W.,K,0.00035016022154207816,first_initial
YEVA W.,K,0.0003397129633519479,first_initial
MAYA W.,K,0.0003370568807612368,first_initial
ESTERA W.,K,0.00033493201468866795,first_initial
ALISA W.,K,0.0003340909218682761,first_initial
ZLATA W.,K,0.00033156764340710055,first_initial
ULIANA W.,K,0.0003308593547162443,first_initial
ROMANA W.,K,0.00033001826189585245,first_initial
KIRA W.,K,0.00032709657104607027,first_initial
LIDIIA W.,K,0.0003231567152031821,first_initial
ALFREDA W.,K,0.0003218286739078266,first_initial
MARZENNA W.,K,0.0003185528387126162,first_initial
EMMA W.,K,0.0003146129828697281,first_initial
OLESIA W.,K,0.00031195690027901703,first_initial
JULIANNA W.,K,0.00030872533312698524,first_initial
ELEONORA W.,K,0.0003000045286208172,first_initial
LILIA W.,K,0.0002986322192822831,first_initial
MYROSLAVA W.,K,0.00029854368319592607,first_initial
RITA W.,K,0.0002980124666777838,first_initial
IDA W.,K,0.00029548918821660833,first_initial
BERNADETTA W.,K,0.00029044263129425723,first_initial
KSENIIA W.,K,0.00028893751782618765,first_initial
KRISTINA W.,K,0.00028026098136319807,first_initial
RUSLANA W.,K,0.0002784017235497003,first_initial
ARINA W.,K,0.00027304529032509965,first_initial
FELICJA W.,K,0.0002717615170729226,first_initial
LUDWIKA W.,K,0.00026910543448221155,first_initial
GAJA W.,K,0.000267865929273213,first_initial
ANETTA W.,K,0.0002658295992870012,first_initial
ALENA W.,K,0.00026379326930078936,first_initial
DARIIA W.,K,0.00026330632082582564,first_initial
ZENONA W.,K,0.0002614470630123279,first_initial
DONATA W.,K,0.0002606945062782931,first_initial
AMANDA W.,K,0.0002602960938896864,first_initial
VITA W.,K,0.00025976487737154423,first_initial
SOLOMIIA W.,K,0.00025786135151486796,first_initial
LUDMIŁA W.,K,0.00025352308328337316,first_initial
ANASTASIYA W.,K,0.00024617458811573915,first_initial
WALENTYNA W.,K,0.00024232326835920808,first_initial
YULIYA W.,K,0.00023439928863025334,first_initial
ZOJA W.,K,0.00023422221645753928,first_initial
WACŁAWA W.,K,0.0002325842988599341,first_initial
TATSIANA W.,K,0.00023050370083054376,first_initial
OTYLIA W.,K,0.00022979541213968745,first_initial
ALBINA W.,K,0.00022603262846951342,first_initial
ROMUALDA W.,K,0.00022103033959034086,first_initial
VLADYSLAVA W.,K,0.00022067619524491274,first_initial
IRMINA W.,K,0.0002201449787267705,first_initial
KATSIARYNA W.,K,0.0002193924219927357,first_initial
ZENOBIA W.,K,0.00021908254569048607,first_initial
VOLHA W.,K,0.0002179315765678446,first_initial
VIKTORIA W.,K,0.00021700194766109573,first_initial
GIZELA W.,K,0.00021607231875434685,first_initial
HILDEGARDA W.,K,0.00021408025681131352,first_initial
LILLA W.,K,0.00020872382358671284,first_initial
ZHANNA W.,K,0.00020735151424817878,first_initial
ALEXANDRA W.,K,0.0002044298233983966,first_initial
NATALLIA W.,K,0.00020411994709614695,first_initial
SŁAWOMIRA W.,K,0.00020141959646225734,first_initial
VARVARA W.,K,0.00020124252428954328,first_initial
ANGELINA W.,K,0.00019969314277829516,first_initial
BOHDANA W.,K,0.00019898485408743885,first_initial
RAISA W.,K,0.00019871924582836776,first_initial
JAŚMINA W.,K,0.00019854217365565367,first_initial
BERNARDA W.,K,0.00019659437975579888,first_initial
NEL W.,K,0.0001951778023740863,first_initial
ANZHELA W.,K,0.00019141501870391226,first_initial
LILA W.,K,0.0001868996782997034,first_initial
IRINA W.,K,0.00018614712156566862,first_initial
ERYKA W.,K,0.00018304835854317234,first_initial
KAMILLA W.,K,0.000180967760513782,first_initial
EVA W.,K,0.00017795753357764275,first_initial
JAGNA W.,K,0.0001758326675050739,first_initial
LONGINA W.,K,0.000174814502511968,first_initial
DARYA W.,K,0.00017375206947568353,first_initial
FAUSTYNA W.,K,0.00017153866731675765,first_initial
MARINA W.,K,0.0001709631827554369,first_initial
MIRELA W.,K,0.00017060903841000877,first_initial
RYSZARDA W.,K,0.0001685284403806184,first_initial
SNIZHANA W.,K,0.0001682628321215473,first_initial
EMILIIA W.,K,0.00016720039908526285,first_initial
PELAGIA W.,K,0.0001644115123650162,first_initial
ANASTASIA W.,K,0.00016396883193323103,first_initial
YAROSLAVA W.,K,0.0001619325019470192,first_initial
NATALIYA W.,K,0.00016047165652212811,first_initial
WALERIA W.,K,0.0001589665430540585,first_initial
MARYIA W.,K,0.00015662033676559705,first_initial
SAMANTA W.,K,0.00015613338829063335,first_initial
MARIYA W.,K,0.00015564643981566965,first_initial
TEODORA W.,K,0.00015396425417488595,first_initial
TEODOZJA W.,K,0.00015352157374310077,first_initial
OLIMPIA W.,K,0.00015241487266363783,first_initial
ZORIANA W.,K,0.00014989159420246228,first_initial
KSENIA W.,K,0.00014794380030260749,first_initial
EMILY W.,K,0.00014683709922314454,first_initial
MARCELA W.,K,0.0001460402744459312,first_initial
ADELAJDA W.,K,0.00014524344966871788,first_initial
NOEMI W.,K,0.00014338419185522011,first_initial
GALYNA W.,K,0.00014196761447350754,first_initial
EVELINA W.,K,0.00014055103709179496,first_initial
NIKOL W.,K,0.00014019689274636683,first_initial
SOPHIE W.,K,0.00013970994427140313,first_initial
MARYLA W.,K,0.00013922299579643944,first_initial
LEA W.,K,0.0001382048308033335,first_initial
OKTAWIA W.,K,0.0001377178823283698,first_initial
KONSTANCJA W.,K,0.00013705386168069204,first_initial
CLAUDIA W.,K,0.00013563728429897946,first_initial
ANZHELIKA W.,K,0.00013019231498802173,first_initial
PAMELA W.,K,0.00012780184065638175,first_initial
VIKTORYIA W.,K,0.00012585404675652696,first_initial
ANA W.,K,0.00012580977871334844,first_initial
LARA W.,K,0.00012527856219520623,first_initial
ZOIA W.,K,0.00012333076829535144,first_initial
LUCJA W.,K,0.0001229766239499233,first_initial
NELIA W.,K,0.00012293235590674477,first_initial
MILA W.,K,0.00012288808786356626,first_initial
ZYTA W.,K,0.00012151577852503218,first_initial
STELLA W.,K,0.00012125017026596107,first_initial
WANESSA W.,K,0.00012120590222278256,first_initial
MICHELLE W.,K,0.0001200992011433196,first_initial
SVIATLANA W.,K,0.00011779726289803666,first_initial
ADELINA W.,K,0.00011686763399128778,first_initial
TOLA W.,K,0.00011598227312771743,first_initial
ZINAIDA W.,K,0.00011522971639368261,first_initial
IULIIA W.,K,0.00011505264422096855,first_initial
INEZ W.,K,0.0001132376544506493,first_initial
BOGNA W.,K,0.00011252936575979301,first_initial
TETYANA W.,K,0.00011213095337118634,first_initial
MIRELLA W.,K,0.00011208668532800783,first_initial
SARAH W.,K,0.00011137839663715154,first_initial
LIUDMILA W.,K,0.00011075864403265228,first_initial
SVETLANA W.,K,0.00010898792230551156,first_initial
ALIAKSANDRA W.,K,0.00010819109752829823,first_initial
VALENTINA W.,K,0.000106376107757979,first_initial
TAISIIA W.,K,0.00010597769536937233,first_initial
SOPHIA W.,K,0.00010575635515347974,first_initial
GANNA W.,K,0.00010553501493758715,first_initial
LEONARDA W.,K,0.00010509233450580197,first_initial
ANGELA W.,K,0.00010239198387191237,first_initial
OLA W.,K,0.00010194930344012719,first_initial
pani JABŁOŃSKA,K,0.001147061854699438,title_surname
JABŁOŃSKA,K,0.001147061854699438,surname_only
ANNA J.,K,0.0470903965394077,first_initial
KATARZYNA J.,K,0.026670345045934515,first_initial
MAŁGORZATA J.,K,0.025324286657005313,first_initial
MARIA J.,K,0.02509564221398827,first_initial
AGNIESZKA J.,K,0.024124666954910653,first_initial
EWA J.,K,0.020798100582217732,first_initial
BARBARA J.,K,0.02070403099046338,first_initial
MAGDALENA J.,K,0.01921751010052874,first_initial
ELŻBIETA J.,K,0.017914347445439526,first_initial
JOANNA J.,K,0.01778960009976246,first_initial
ALEKSANDRA J.,K,0.0172710442419693,first_initial
KRYSTYNA J.,K,0.016960858063417426,first_initial
MONIKA J.,K,0.01667873782424073,first_initial
ZOFIA J.,K,0.015957124452387707,first_initial
NATALIA J.,K,0.014175468518581888,first_initial
JULIA J.,K,0.013924026033327904,first_initial
TERESA J.,K,0.01381397567798611,first_initial
KAROLINA J.,K,0.013059559686137803,first_initial
MARTA J.,K,0.01279886517985951,first_initial
DANUTA J.,K,0.01266207692643789,first_initial
BEATA J.,K,0.012326746499360615,first_initial
DOROTA J.,K,0.011788181486050764,first_initial
ALICJA J.,K,0.011277062659511594,first_initial
JOLANTA J.,K,0.010341634639106327,first_initial
HANNA J.,K,0.010254559398174183,first_initial
ZUZANNA J.,K,0.010248317604086012,first_initial
IWONA J.,K,0.010220163128624473,first_initial
HALINA J.,K,0.010033617594670198,first_initial
PAULINA J.,K,0.009925249424969185,first_initial
GRAŻYNA J.,K,0.009876200433127388,first_initial
JADWIGA J.,K,0.009670885248865422,first_initial
JUSTYNA J.,K,0.009575133471470286,first_initial
WIKTORIA J.,K,0.009256137952325886,first_initial
JANINA J.,K,0.008785922797683665,first_initial
IRENA J.,K,0.008692163082231565,first_initial
BOŻENA J.,K,0.008621378481189114,first_initial
MAJA J.,K,0.00835147622192969,first_initial
RENATA J.,K,0.008226640340166269,first_initial
AGATA J.,K,0.008166612873616197,first_initial
SYLWIA J.,K,0.008054393384158655,first_initial
URSZULA J.,K,0.00797386981361693,first_initial
PATRYCJA J.,K,0.007503211978542926,first_initial
OLIWIA J.,K,0.007366158116862234,first_initial
EMILIA J.,K,0.007311177207234514,first_initial
IZABELA J.,K,0.0070438867625226215,first_initial
HELENA J.,K,0.006895278941572336,first_initial
WERONIKA J.,K,0.006713691428454055,first_initial
ANETA J.,K,0.006695762870966755,first_initial
EWELINA J.,K,0.006552555751284249,first_initial
MARTYNA J.,K,0.00634073316467504,first_initial
KLAUDIA J.,K,0.006155692744188835,first_initial
GABRIELA J.,K,0.006076851359287894,first_initial
LENA J.,K,0.005948916714501976,first_initial
AMELIA J.,K,0.005747497118039719,first_initial
MARZENA J.,K,0.005699289219018313,first_initial
DOMINIKA J.,K,0.005459710569336172,first_initial
KINGA J.,K,0.005382285761816944,first_initial
EDYTA J.,K,0.005022475106861949,first_initial
KAMILA J.,K,0.004943677990004188,first_initial
MARIANNA J.,K,0.004705914330092367,first_initial
ALINA J.,K,0.00461082657334491,first_initial
WIESŁAWA J.,K,0.004469788587778151,first_initial
STANISŁAWA J.,K,0.004434949637796657,first_initial
TETIANA J.,K,0.004206792143254575,first_initial
DARIA J.,K,0.003977483679589851,first_initial
NATALIIA J.,K,0.003975270277430925,first_initial
WANDA J.,K,0.003900545820545587,first_initial
OLENA J.,K,0.0037691140003485667,first_initial
LAURA J.,K,0.00365012150028471,first_initial
IRYNA J.,K,0.003641400695778542,first_initial
LIDIA J.,K,0.0036177172926780345,first_initial
MARIOLA J.,K,0.003591510611116352,first_initial
NIKOLA J.,K,0.003498990400873249,first_initial
MILENA J.,K,0.0034756168740749916,first_initial
LUCYNA J.,K,0.0034377676971573587,first_initial
ANTONINA J.,K,0.0032711427826334163,first_initial
WIOLETTA J.,K,0.003196772470093506,first_initial
OLHA J.,K,0.0029946445849403924,first_initial
MIROSŁAWA J.,K,0.0029944232447244997,first_initial
OKSANA J.,K,0.0028870289719734148,first_initial
ANGELIKA J.,K,0.00287224344555179,first_initial
MARIIA J.,K,0.002846036763990107,first_initial
SVITLANA J.,K,0.002733507398230314,first_initial
OLGA J.,K,0.0027217320987448284,first_initial
MICHALINA J.,K,0.0026876457054973695,first_initial
ANASTASIIA J.,K,0.002681890859884162,first_initial
YULIIA J.,K,0.002635409414546718,first_initial
VIKTORIIA J.,K,0.0026182776818366314,first_initial
NADIA J.,K,0.0024624099018050695,first_initial
ILONA J.,K,0.0024505460662332264,first_initial
SANDRA J.,K,0.0024247377970601502,first_initial
KORNELIA J.,K,0.0023995492804915735,first_initial
POLA J.,K,0.002367366413100791,first_initial
BOGUMIŁA J.,K,0.002343018989352606,first_initial
LILIANA J.,K,0.002324470679260807,first_initial
IGA J.,K,0.002280291172168646,first_initial
KATERYNA J.,K,0.002249790490418647,first_initial
ŁUCJA J.,K,0.0022418665106896923,first_initial
NINA J.,K,0.0022292501183838144,first_initial
MARCELINA J.,K,0.002224690509936427,first_initial
KAZIMIERA J.,K,0.002185114879334832,first_initial
MARLENA J.,K,0.0021519581149941217,first_initial
ANITA J.,K,0.002035090481002834,first_initial
BOGUSŁAWA J.,K,0.0020339395118801925,first_initial
SABINA J.,K,0.0020218100680492786,first_initial
JAGODA J.,K,0.002013886088320324,first_initial
LIUDMYLA J.,K,0.0019917963347742436,first_initial
GENOWEFA J.,K,0.001931281919749209,first_initial
HENRYKA J.,K,0.0019033487845035641,first_initial
REGINA J.,K,0.0017485434375082865,first_initial
JÓZEFA J.,K,0.001742700055808722,first_initial
STEFANIA J.,K,0.0017393356845271546,first_initial
ANIELA J.,K,0.001721938343557997,first_initial
DIANA J.,K,0.0016992288374074172,first_initial
KARINA J.,K,0.0016758110425659813,first_initial
ADRIANNA J.,K,0.0015708072441465363,first_initial
HALYNA J.,K,0.001542165820210035,first_initial
CZESŁAWA J.,K,0.0015222894688228805,first_initial
SARA J.,K,0.0015201203347071331,first_initial
WIOLETA J.,K,0.0015159148706051738,first_initial
KLARA J.,K,0.0014538510740688914,first_initial
SOFIIA J.,K,0.0014509293832191093,first_initial
WŁADYSŁAWA J.,K,0.001439286887863159,first_initial
ROKSANA J.,K,0.0014231290521029998,first_initial
MARYNA J.,K,0.0014095387628471948,first_initial
DAGMARA J.,K,0.001409051814372231,first_initial
MALWINA J.,K,0.0013708042250659914,first_initial
VALENTYNA J.,K,0.0013526985954059776,first_initial
ELIZA J.,K,0.001312149067854455,first_initial
NADIIA J.,K,0.0012872704275881277,first_initial
BLANKA J.,K,0.001261152282112802,first_initial
KAJA J.,K,0.0012603554573355888,first_initial
RÓŻA J.,K,0.0012287923425493054,first_initial
ŻANETA J.,K,0.0011965652071153443,first_initial
ANASTAZJA J.,K,0.0011511904628573632,first_initial
OLEKSANDRA J.,K,0.001142204050092124,first_initial
CECYLIA J.,K,0.0010815125628943756,first_initial
ZDZISŁAWA J.,K,0.0010597326856505449,first_initial
ROZALIA J.,K,0.0010405203549110678,first_initial
LILIANNA J.,K,0.0010399006023065686,first_initial
INNA J.,K,0.0009984214458482973,first_initial
BERNADETA J.,K,0.0009908073424215922,first_initial
JULITA J.,K,0.0009701784343004026,first_initial
LIUBOV J.,K,0.0009451227218613614,first_initial
LEOKADIA J.,K,0.0009322849893395912,first_initial
YANA J.,K,0.0009273269685035971,first_initial
NELA J.,K,0.0009209523702858905,first_initial
VIOLETTA J.,K,0.0009159943494498965,first_initial
ALDONA J.,K,0.0009155959370612898,first_initial
MATYLDA J.,K,0.00085255824357508,first_initial
EUGENIA J.,K,0.000834009933483281,first_initial
VERONIKA J.,K,0.0008339656654401025,first_initial
BRONISŁAWA J.,K,0.0008275025311360388,first_initial
MAGDA J.,K,0.0008144877264415545,first_initial
DANIELA J.,K,0.0008073605714898131,first_initial
LARYSA J.,K,0.000797178921558754,first_initial
VALERIIA J.,K,0.0007779665908192771,first_initial
AURELIA J.,K,0.0007762844051784934,first_initial
CELINA J.,K,0.0007757531886603511,first_initial
ADRIANA J.,K,0.0007363988982746485,first_initial
ALLA J.,K,0.0007170537634056362,first_initial
PAULA J.,K,0.0007010729998181912,first_initial
HONORATA J.,K,0.0006843396794967113,first_initial
KALINA J.,K,0.0006662783178798759,first_initial
LILIIA J.,K,0.0006643747920231996,first_initial
OLIVIA J.,K,0.000640912729138585,first_initial
IZABELLA J.,K,0.0006408684610954065,first_initial
MIA J.,K,0.0006276323161850296,first_initial
BRYGIDA J.,K,0.0006183802951607193,first_initial
ALONA J.,K,0.0006158570166995438,first_initial
MARIKA J.,K,0.0006080215730569461,first_initial
YELYZAVETA J.,K,0.0006074018204524469,first_initial
TAMARA J.,K,0.0006014256346233469,first_initial
POLINA J.,K,0.0005990794283348854,first_initial
SONIA J.,K,0.000582124767797513,first_initial
KHRYSTYNA J.,K,0.0005607875709854673,first_initial
ELWIRA J.,K,0.00055025177670898,first_initial
MARZANNA J.,K,0.0005403800030801705,first_initial
ANDŻELIKA J.,K,0.0005231597342837268,first_initial
BOŻENNA J.,K,0.0005208577960384439,first_initial
MIECZYSŁAWA J.,K,0.0005189985382249462,first_initial
LUIZA J.,K,0.0005188657340954106,first_initial
IVANNA J.,K,0.0005169622082387343,first_initial
TATIANA J.,K,0.000511207362625527,first_initial
MARIANA J.,K,0.0005035047231124649,first_initial
VICTORIA J.,K,0.0005027078983352516,first_initial
GERTRUDA J.,K,0.0004995205992263983,first_initial
ARLETA J.,K,0.0004949609907790108,first_initial
LIWIA J.,K,0.000489161877122625,first_initial
VIRA J.,K,0.00045507548387516605,first_initial
NICOLE J.,K,0.0004526850095435261,first_initial
YEVHENIIA J.,K,0.00045082575173002834,first_initial
ANHELINA J.,K,0.0004470629680598543,first_initial
JUDYTA J.,K,0.0004384749676832218,first_initial
DARYNA J.,K,0.0004194839771596375,first_initial
ADELA J.,K,0.00041266669851014573,first_initial
NICOLA J.,K,0.00041009915200579167,first_initial
ELENA J.,K,0.00040633636833561763,first_initial
MELANIA J.,K,0.00040213090423365844,first_initial
NATASZA J.,K,0.000401068471197374,first_initial
VANESSA J.,K,0.00039659739883634367,first_initial
JOWITA J.,K,0.00039248047082074145,first_initial
MARHARYTA J.,K,0.0003817676043715401,first_initial
MILANA J.,K,0.00037902298569447197,first_initial
APOLONIA J.,K,0.00037831469700361567,first_initial
LESIA J.,K,0.00037751787222640233,first_initial
SOFIA J.,K,0.0003751716659379409,first_initial
BIANKA J.,K,0.00037101046987916017,first_initial
FRANCISZKA J.,K,0.0003641489231864899,first_initial
INGA J.,K,0.00036202405711392103,first_initial
ADA J.,K,0.0003607845519049225,first_initial
JESSICA J.,K,0.000358261273443747,first_initial
KARYNA J.,K,0.00035016022154207816,first_initial
YEVA J.,K,0.0003397129633519479,first_initial
MAYA J.,K,0.0003370568807612368,first_initial
ESTERA J.,K,0.00033493201468866795,first_initial
ALISA J.,K,0.0003340909218682761,first_initial
ZLATA J.,K,0.00033156764340710055,first_initial
ULIANA J.,K,0.0003308593547162443,first_initial
ROMANA J.,K,0.00033001826189585245,first_initial
KIRA J.,K,0.00032709657104607027,first_initial
LIDIIA J.,K,0.0003231567152031821,first_initial
ALFREDA J.,K,0.0003218286739078266,first_initial
MARZENNA J.,K,0.0003185528387126162,first_initial
EMMA J.,K,0.0003146129828697281,first_initial
OLESIA J.,K,0.00031195690027901703,first_initial
JULIANNA J.,K,0.00030872533312698524,first_initial
ELEONORA J.,K,0.0003000045286208172,first_initial
LILIA J.,K,0.0002986322192822831,first_initial
MYROSLAVA J.,K,0.00029854368319592607,first_initial
RITA J.,K,0.0002980124666777838,first_initial
IDA J.,K,0.00029548918821660833,first_initial
BERNADETTA J.,K,0.00029044263129425723,first_initial
KSENIIA J.,K,0.00028893751782618765,first_initial
KRISTINA J.,K,0.00028026098136319807,first_initial
RUSLANA J.,K,0.0002784017235497003,first_initial
ARINA J.,K,0.00027304529032509965,first_initial
FELICJA J.,K,0.0002717615170729226,first_initial
LUDWIKA J.,K,0.00026910543448221155,first_initial
GAJA J.,K,0.000267865929273213,first_initial
ANETTA J.,K,0.0002658295992870012,first_initial
ALENA J.,K,0.00026379326930078936,first_initial
DARIIA J.,K,0.00026330632082582564,first_initial
ZENONA J.,K,0.0002614470630123279,first_initial
DONATA J.,K,0.0002606945062782931,first_initial
AMANDA J.,K,0.0002602960938896864,first_initial
VITA J.,K,0.00025976487737154423,first_initial
SOLOMIIA J.,K,0.00025786135151486796,first_initial
LUDMIŁA J.,K,0.00025352308328337316,first_initial
ANASTASIYA J.,K,0.00024617458811573915,first_initial
WALENTYNA J.,K,0.00024232326835920808,first_initial
YULIYA J.,K,0.00023439928863025334,first_initial
ZOJA J.,K,0.00023422221645753928,first_initial
WACŁAWA J.,K,0.0002325842988599341,first_initial
TATSIANA J.,K,0.00023050370083054376,first_initial
OTYLIA J.,K,0.00022979541213968745,first_initial
ALBINA J.,K,0.00022603262846951342,first_initial
ROMUALDA J.,K,0.00022103033959034086,first_initial
VLADYSLAVA J.,K,0.00022067619524491274,first_initial
IRMINA J.,K,0.0002201449787267705,first_initial
KATSIARYNA J.,K,0.0002193924219927357,first_initial
ZENOBIA J.,K,0.00021908254569048607,first_initial
VOLHA J.,K,0.0002179315765678446,first_initial
VIKTORIA J.,K,0.00021700194766109573,first_initial
GIZELA J.,K,0.00021607231875434685,first_initial
HILDEGARDA J.,K,0.00021408025681131352,first_initial
LILLA J.,K,0.00020872382358671284,first_initial
ZHANNA J.,K,0.00020735151424817878,first_initial
ALEXANDRA J.,K,0.0002044298233983966,first_initial
NATALLIA J.,K,0.00020411994709614695,first_initial
SŁAWOMIRA J.,K,0.00020141959646225734,first_initial
VARVARA J.,K,0.00020124252428954328,first_initial
ANGELINA J.,K,0.00019969314277829516,first_initial
BOHDANA J.,K,0.00019898485408743885,first_initial
RAISA J.,K,0.00019871924582836776,first_initial
JAŚMINA J.,K,0.00019854217365565367,first_initial
BERNARDA J.,K,0.00019659437975579888,first_initial
NEL J.,K,0.0001951778023740863,first_initial
ANZHELA J.,K,0.00019141501870391226,first_initial
LILA J.,K,0.0001868996782997034,first_initial
IRINA J.,K,0.00018614712156566862,first_initial
ERYKA J.,K,0.00018304835854317234,first_initial
KAMILLA J.,K,0.000180967760513782,first_initial
EVA J.,K,0.00017795753357764275,first_initial
JAGNA J.,K,0.0001758326675050739,first_initial
LONGINA J.,K,0.000174814502511968,first_initial
DARYA J.,K,0.00017375206947568353,first_initial
FAUSTYNA J.,K,0.00017153866731675765,first_initial
MARINA J.,K,0.0001709631827554369,first_initial
MIRELA J.,K,0.00017060903841000877,first_initial
RYSZARDA J.,K,0.0001685284403806184,first_initial
SNIZHANA J.,K,0.0001682628321215473,first_initial
EMILIIA J.,K,0.00016720039908526285,first_initial
PELAGIA J.,K,0.0001644115123650162,first_initial
ANASTASIA J.,K,0.00016396883193323103,first_initial
YAROSLAVA J.,K,0.0001619325019470192,first_initial
NATALIYA J.,K,0.00016047165652212811,first_initial
WALERIA J.,K,0.0001589665430540585,first_initial
MARYIA J.,K,0.00015662033676559705,first_initial
SAMANTA J.,K,0.00015613338829063335,first_initial
MARIYA J.,K,0.00015564643981566965,first_initial
TEODORA J.,K,0.00015396425417488595,first_initial
TEODOZJA J.,K,0.00015352157374310077,first_initial
OLIMPIA J.,K,0.00015241487266363783,first_initial
ZORIANA J.,K,0.00014989159420246228,first_initial
KSENIA J.,K,0.00014794380030260749,first_initial
EMILY J.,K,0.00014683709922314454,first_initial
MARCELA J.,K,0.0001460402744459312,first_initial
ADELAJDA J.,K,0.00014524344966871788,first_initial
NOEMI J.,K,0.00014338419185522011,first_initial
GALYNA J.,K,0.00014196761447350754,first_initial
EVELINA J.,K,0.00014055103709179496,first_initial
NIKOL J.,K,0.00014019689274636683,first_initial
SOPHIE J.,K,0.00013970994427140313,first_initial
MARYLA J.,K,0.00013922299579643944,first_initial
LEA J.,K,0.0001382048308033335,first_initial
OKTAWIA J.,K,0.0001377178823283698,first_initial
KONSTANCJA J.,K,0.00013705386168069204,first_initial
CLAUDIA J.,K,0.00013563728429897946,first_initial
ANZHELIKA J.,K,0.00013019231498802173,first_initial
PAMELA J.,K,0.00012780184065638175,first_initial
VIKTORYIA J.,K,0.00012585404675652696,first_initial
ANA J.,K,0.00012580977871334844,first_initial
LARA J.,K,0.00012527856219520623,first_initial
ZOIA J.,K,0.00012333076829535144,first_initial
LUCJA J.,K,0.0001229766239499233,first_initial
NELIA J.,K,0.00012293235590674477,first_initial
MILA J.,K,0.00012288808786356626,first_initial
ZYTA J.,K,0.00012151577852503218,first_initial
STELLA J.,K,0.00012125017026596107,first_initial
WANESSA J.,K,0.00012120590222278256,first_initial
MICHELLE J.,K,0.0001200992011433196,first_initial
SVIATLANA J.,K,0.00011779726289803666,first_initial
ADELINA J.,K,0.00011686763399128778,first_initial
TOLA J.,K,0.00011598227312771743,first_initial
ZINAIDA J.,K,0.00011522971639368261,first_initial
IULIIA J.,K,0.00011505264422096855,first_initial
INEZ J.,K,0.0001132376544506493,first_initial
BOGNA J.,K,0.00011252936575979301,first_initial
TETYANA J.,K,0.00011213095337118634,first_initial
MIRELLA J.,K,0.00011208668532800783,first_initial
SARAH J.,K,0.00011137839663715154,first_initial
LIUDMILA J.,K,0.00011075864403265228,first_initial
SVETLANA J.,K,0.00010898792230551156,first_initial
ALIAKSANDRA J.,K,0.00010819109752829823,first_initial
VALENTINA J.,K,0.000106376107757979,first_initial
TAISIIA J.,K,0.00010597769536937233,first_initial
SOPHIA J.,K,0.00010575635515347974,first_initial
GANNA J.,K,0.00010553501493758715,first_initial
LEONARDA J.,K,0.00010509233450580197,first_initial
ANGELA J.,K,0.00010239198387191237,first_initial
OLA J.,K,0.00010194930344012719,first_initial
pani WRÓBEL,K,0.0011310138420139013,title_surname
WRÓBEL,K,0.0011310138420139013,surname_only
ANNA W.,K,0.0470903965394077,first_initial
KATARZYNA W.,K,0.026670345045934515,first_initial
MAŁGORZATA W.,K,0.025324286657005313,first_initial
MARIA W.,K,0.02509564221398827,first_initial
AGNIESZKA W.,K,0.024124666954910653,first_initial
EWA W.,K,0.020798100582217732,first_initial
BARBARA W.,K,0.02070403099046338,first_initial
MAGDALENA W.,K,0.01921751010052874,first_initial
ELŻBIETA W.,K,0.017914347445439526,first_initial
JOANNA W.,K,0.01778960009976246,first_initial
ALEKSANDRA W.,K,0.0172710442419693,first_initial
KRYSTYNA W.,K,0.016960858063417426,first_initial
MONIKA W.,K,0.01667873782424073,first_initial
ZOFIA W.,K,0.015957124452387707,first_initial
NATALIA W.,K,0.014175468518581888,first_initial
JULIA W.,K,0.013924026033327904,first_initial
TERESA W.,K,0.01381397567798611,first_initial
KAROLINA W.,K,0.013059559686137803,first_initial
MARTA W.,K,0.01279886517985951,first_initial
DANUTA W.,K,0.01266207692643789,first_initial
BEATA W.,K,0.012326746499360615,first_initial
DOROTA W.,K,0.011788181486050764,first_initial
ALICJA W.,K,0.011277062659511594,first_initial
JOLANTA W.,K,0.010341634639106327,first_initial
HANNA W.,K,0.010254559398174183,first_initial
ZUZANNA W.,K,0.010248317604086012,first_initial
IWONA W.,K,0.010220163128624473,first_initial
HALINA W.,K,0.010033617594670198,first_initial
PAULINA W.,K,0.009925249424969185,first_initial
GRAŻYNA W.,K,0.009876200433127388,first_initial
JADWIGA W.,K,0.009670885248865422,first_initial
